form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,source,page,language_id
komnungthangtampak040,mu,2.sg.1.sg.fut.aff,nan-mung,nan-Σng,na+n+Σ+ng,n a n Σ ŋ,n a + n + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak041,mu,2.sg.1.sg.fut.aff,na-mu-sik-eng,na-Σ-sik-eng,na+Σ+sik+eng,n a Σ s i k e ŋ,n a + Σ + s i k + e ŋ,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak042,mu,2.sg.1.pl.excl.fut.aff,na-na-mu-ang-ung,na-na-Σ-ang-ung,na+na+Σ+ang+ung,n a n a Σ a ŋ u ŋ,n a + n a + Σ + a ŋ + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak043,mu,2.sg.1.pl.excl.fut.aff,nan-mung-ung,nan-Σng-ung,na+n+Σ+ng+ung,n a n Σ ŋ u ŋ,n a + n + Σ + ŋ + u ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak044,mu,2.sg.1.pl.excl.fut.aff,na-ni-mung,na-ni-Σng,na+ni+Σ+ng,n a n i Σ ŋ,n a + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak045,mu,2.pl.1.sg.fut.aff,nin-na-mu-ang,nin-na-Σ-ang,ni+n+na+Σ+ang,n i n n a Σ a ŋ,n i + n + n a + Σ + a ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak046,mu,2.pl.1.sg.fut.aff,nan-na-mung,nan-na-Σng,na+n+na+Σ+ng,n a n n a Σ ŋ,n a + n + n a + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak047,mu,2.pl.1.sg.fut.aff,nan-mu-sik,nan-Σ-sik,na+n+Σ+sik,n a n Σ s i k,n a + n + Σ + s i k,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak048,mu,2.pl.1.sg.fut.aff,nan-mung,nan-Σng,na+n+Σ+ng,n a n Σ ŋ,n a + n + Σ + ŋ,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak049,mu,2.pl.1.pl.excl.fut.aff,nin-na-mu-ang-ung,nin-na-Σ-ang-ung,ni+n+na+Σ+ang+ung,n i n n a Σ a ŋ u ŋ,n i + n + n a + Σ + a ŋ + u ŋ,unspecified,mult_exponence,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak050,mu,2.pl.1.pl.excl.fut.aff,nan-na-mu-ang-ung,nan-na-Σ-ang-ung,na+n+na+Σ+ang+ung,n a n n a Σ a ŋ u ŋ,n a + n + n a + Σ + a ŋ + u ŋ,unspecified,mult_exponence,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak051,mu,2.pl.1.pl.excl.fut.aff,nan-mu-ang-ung,nan-Σ-ang-ung,na+n+Σ+ang+ung,n a n Σ a ŋ u ŋ,n a + n + Σ + a ŋ + u ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak052,mu,2.pl.1.pl.excl.fut.aff,na-nin-mung,na-nin-Σng,na+ni+n+Σ+ng,n a n i n Σ ŋ,n a + n i + n + Σ + ŋ,sociolect_var,fusion; variable_order,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak053,mu,2.sg.3.sg.fut.aff,na-mu-ang,na-Σ-ang,na+Σ+ang,n a Σ a ŋ,n a + Σ + a ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak054,mu,2.sg.3.sg.fut.aff,na-mung,na-Σng,na+Σ+ng,n a Σ ŋ,n a + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak055,mu,2.sg.3.pl.fut.aff,na-mu-ang-ai,na-Σ-ang-ai,na+Σ+ang+ai,n a Σ a ŋ ai,n a + Σ + a ŋ + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak056,mu,2.sg.3.pl.fut.aff,na-mung-ai,na-Σng-ai,na+Σ+ng+ai,n a Σ ŋ ai,n a + Σ + ŋ + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak057,mu,2.pl.3.sg.fut.aff,nan-mu-ang,nan-Σ-ang,na+n+Σ+ang,n a n Σ a ŋ,n a + n + Σ + a ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak058,mu,2.pl.3.pl.fut.aff,nan-mu-ang-ai,nan-Σ-ang-ai,na+n+Σ+ang+ai,n a n Σ a ŋ ai,n a + n + Σ + a ŋ + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak059,mu,2.pl.3.pl.fut.aff,nan-mung-ai,nan-Σng-ai,na+n+Σ+ng+ai,n a n Σ ŋ ai,n a + n + Σ + ŋ + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak060,se,3.sg.fut.aff,ka-se-ang,ka-Σ-ang,ka+Σ+ang,k a Σ a ŋ,k a + Σ + a ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak061,se,3.pl.fut.aff,ka-se-ang-ai,ka-Σ-ang-ai,ka+Σ+ang+ai,k a Σ a ŋ ai,k a + Σ + a ŋ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak062,mu,3.sg.1.sg.fut.aff,a-na-mu-ang,a-na-Σ-ang,a+na+Σ+ang,a n a Σ a ŋ,a + n a + Σ + a ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak063,mu,3.sg.1.sg.fut.aff,a-ni-mung,a-ni-Σng,a+ni+Σ+ng,a n i Σ ŋ,a + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak064,mu,3.sg.1.pl.excl.fut.aff,a-na-mu-ang-ung,a-na-Σ-ang-ung,a+na+Σ+ang+ung,a n a Σ a ŋ u ŋ,a + n a + Σ + a ŋ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak065,mu,3.sg.1.pl.excl.fut.aff,a-ni-mung,a-ni-Σng,a+ni+Σ+ng,a n i Σ ŋ,a + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak066,mu,3.sg.1.pl.incl.fut.aff,a-ni-mu-ang-ung,a-ni-Σ-ang-ung,a+ni+Σ+ang+ung,a n i Σ a ŋ u ŋ,a + n i + Σ + a ŋ + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak067,mu,3.sg.1.pl.incl.fut.aff,a-ni-mung,a-ni-Σng,a+ni+Σ+ng,a n i Σ ŋ,a + n i + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak068,mu,3.pl.1.sg.fut.aff,an-na-mu-ang,an-na-Σ-ang,a+n+na+Σ+ang,a n n a Σ a ŋ,a + n + n a + Σ + a ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak069,mu,3.pl.1.sg.fut.aff,an-ni-mu-ang,an-ni-Σ-ang,a+n+na+Σ+ang,a n n a Σ a ŋ,a + n + n a + Σ + a ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak070,mu,3.pl.1.sg.fut.aff,an-ni-mung,an-ni-Σng,a+n+ni+Σ+ng,a n n i Σ ŋ,a + n + n i + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak071,mu,3.pl.1.pl.excl.fut.aff,an-na-mu-ang-ung,an-na-Σ-ang-ung,a+n+na+Σ+ang+ung,a n n a Σ a ŋ u ŋ,a + n + n a + Σ + a ŋ + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak072,mu,3.pl.1.pl.excl.fut.aff,in-na-mu-ang-ung,in-na-Σ-ang-ung,i+n+na+Σ+ang+ung,i n n a Σ a ŋ u ŋ,i + n + n a + Σ + a ŋ + u ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak073,mu,3.pl.1.pl.excl.fut.aff,an-mung-ung,an-Σng-ung,a+n+Σ+ng+ung,a n Σ ŋ u ŋ,a + n + Σ + ŋ + u ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak074,mu,3.pl.1.pl.incl.fut.aff,an-na-mu-ang-mi,an-na-Σ-ang-mi,a+n+na+Σ+ang+mi,a n n a Σ a ŋ m i,a + n + n a + Σ + a ŋ + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak075,mu,3.pl.1.pl.incl.fut.aff,an-ni-mung,an-ni-Σng,a+n+ni+Σ+ng,a n n i Σ ŋ,a + n + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak076,mu,3.sg.2.sg.fut.aff,a-na-mu-ang,a-na-Σ-ang,a+na+Σ+ang,a n a Σ a ŋ,a + n a + Σ + a ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak077,mu,3.sg.2.sg.fut.aff,a-ni-mung,a-ni-Σng,a+ni+Σ+ng,a n i Σ ŋ,a + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak078,mu,3.sg.2.pl.fut.aff,a-na-mu-ang-chui,a-na-Σ-ang-chui,a+na+Σ+ang+chui,a n a Σ a ŋ tʃ ui,a + n a + Σ + a ŋ + tʃ ui,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak079,mu,3.sg.2.pl.fut.aff,na-mung-ai,na-Σng-ai,na+Σ+ng+ai,n a Σ ŋ ai,n a + Σ + ŋ + ai,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak080,mu,3.sg.2.pl.fut.aff,na-mung,na-Σng,na+Σ+ng,n a Σ ŋ,n a + Σ + ŋ,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak081,mu,3.pl.2.sg.fut.aff,an-na-mu-ang-che,an-na-Σ-ang-che,a+n+na+Σ+ang+che,a n n a Σ a ŋ tʃ e,a + n + n a + Σ + a ŋ + tʃ e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak082,mu,3.pl.2.sg.fut.aff,an-mung-che,an-Σng-che,a+n+Σ+ng+che,a n Σ ŋ tʃ e,a + n + Σ + ŋ + tʃ e,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak083,mu,3.pl.2.pl.fut.aff,an-na-mu-ang-chui,an-na-Σ-ang-chui,a+n+na+Σ+ang+chui,a n n a Σ a ŋ tʃ ui,a + n + n a + Σ + a ŋ + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak084,mu,3.pl.2.pl.fut.aff,an-mu-ang-chui,an-Σ-ang-chui,a+n+Σ+ang+chui,a n Σ a ŋ tʃ ui,a + n + Σ + a ŋ + tʃ ui,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak085,mu,3.pl.2.pl.fut.aff,an-ni-mung,an-ni-Σng,a+n+ni+Σ+ng,a n n i Σ ŋ,a + n + n i + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak086,mu,3.sg.3.sg.fut.aff,a-mu-ang,a-Σ-ang,a+Σ+ang,a Σ a ŋ,a + Σ + a ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak087,mu,3.sg.3.sg.fut.aff,a-mung,a-Σng,a+Σ+ng,a Σ ŋ,a + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak088,mu,3.sg.3.pl.fut.aff,a-mu-ang-ai,a-Σ-ang-ai,a+Σ+ang+ai,a Σ a ŋ ai,a + Σ + a ŋ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak089,mu,3.sg.3.pl.fut.aff,a-mu-ang,a-Σ-ang,a+Σ+ang,a Σ a ŋ,a + Σ + a ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak090,mu,3.pl.3.sg.fut.aff,an-mu-ang,an-Σ-ang,a+n+Σ+ang,a n Σ a ŋ,a + n + Σ + a ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak091,mu,3.pl.3.sg.fut.aff,an-mu-ung,an-Σ-ung,a+n+Σ+ung,a n Σ u ŋ,a + n + Σ + u ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak092,mu,3.pl.3.pl.fut.aff,an-mu-ang-ai,an-Σ-ang-ai,a+n+Σ+ang+ai,a n Σ a ŋ ai,a + n + Σ + a ŋ + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak093,mu,3.pl.3.pl.fut.aff,an-mung-ai,an-Σng-ai,a+n+Σ+ng+ai,a n Σ ŋ ai,a + n + Σ + ŋ + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak094,se,1.sg.fut.neg,seng-mang,Σng-mang,Σ+ng+m+ang,Σ ŋ m a ŋ,Σ + ŋ + m + a ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak095,se,1.sg.fut.neg,se-ang-mang,Σ-ang-mang,Σ+ang+m+ang,Σ a ŋ m a ŋ,Σ + a ŋ + m + a ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak096,se,1.pl.excl.fut.neg,se-ang-mung,Σ-ang-Σng,Σ+ang+m+ung,Σ a ŋ m u ŋ,Σ + a ŋ + m + u ŋ,formal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak097,se,1.pl.excl.fut.neg,seng-mung,Σng-Σng,Σ+ng+m+ung,Σ ŋ m u ŋ,Σ + ŋ + m + u ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak098,se,1.pl.incl.fut.neg,se-ang-mak-mi,Σ-ang-mak-mi,Σ+ang+mak+mi,Σ a ŋ m a k m i,Σ + a ŋ + m a k + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak099,se,1.pl.incl.fut.neg,seng-mak-mi,Σng-mak-mi,Σ+ng+mak+mi,Σ ŋ m a k m i,Σ + ŋ + m a k + m i,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak100,mu,1.sg.2.sg.fut.neg,na-mu-ang-mang-che,na-Σ-ang-mang-che,na+Σ+ang+m+ang+che,n a Σ a ŋ m a ŋ tʃ e,n a + Σ + a ŋ + m + a ŋ + tʃ e,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak101,mu,1.sg.2.sg.fut.neg,na-mung-ming,na-Σng-ming,na+Σ+ng+m+ing,n a Σ ŋ m i ŋ,n a + Σ + ŋ + m + i ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak102,mu,1.sg.2.pl.fut.neg,na-mu-ang-mang-chui,na-Σ-ang-mang-chui,na+Σ+ang+m+ang+chui,n a Σ a ŋ m a ŋ tʃ ui,n a + Σ + a ŋ + m + a ŋ + tʃ ui,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak103,mu,1.sg.2.pl.fut.neg,na-mung-mang-chui,na-Σng-mang-chui,na+Σ+ng+m+ang+chui,n a Σ ŋ m a ŋ tʃ ui,n a + Σ + ŋ + m + a ŋ + tʃ ui,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak104,mu,1.sg.2.pl.fut.neg,na-mung-mung,na-Σng-Σng,na+Σ+ng+mu+ng,n a Σ ŋ m u ŋ,n a + Σ + ŋ + m u + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak105,mu,1.sg.2.pl.fut.neg,na-mung-ming,na-Σng-ming,na+Σ+ng+m+ing,n a Σ ŋ m i ŋ,n a + Σ + ŋ + m + i ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak106,mu,1.sg.3.pl.fut.neg,mu-ang-mang-ai,Σ-ang-mang-ai,Σ+ang+m+ang+ai,Σ a ŋ m a ŋ ai,Σ + a ŋ + m + a ŋ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak107,mu,1.sg.3.pl.fut.neg,mung-ming-ai,Σng-ming-ai,Σ+ng+m+ing+ai,Σ ŋ m i ŋ ai,Σ + ŋ + m + i ŋ + ai,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak108,mu,1.pl.excl.2.sg.fut.neg,na-mu-ang-mak-ung,na-Σ-ang-mak-ung,na+Σ+ang+mak+ung,n a Σ a ŋ m a k u ŋ,n a + Σ + a ŋ + m a k + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak109,mu,1.pl.excl.2.sg.fut.neg,na-mung-mung,na-Σng-Σng,na+Σ+ng+m+ung,n a Σ ŋ m u ŋ,n a + Σ + ŋ + m + u ŋ,informal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak110,mu,1.pl.excl.2.sg.fut.neg,na-mu-mak-ning,na-Σ-mak-ning,na+Σ+mak+n+ing,n a Σ m a k n i ŋ,n a + Σ + m a k + n + i ŋ,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak111,mu,1.pl.excl.2.pl.fut.neg,na-mu-ang-mak-ung,na-Σ-ang-mak-ung,na+Σ+ang+mak+ung,n a Σ a ŋ m a k u ŋ,n a + Σ + a ŋ + m a k + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak112,mu,1.pl.excl.2.pl.fut.neg,na-mung-mung,na-Σng-Σng,na+Σ+ng+m+ung,n a Σ ŋ m u ŋ,n a + Σ + ŋ + m + u ŋ,informal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak113,mu,1.sg.3.sg.fut.neg,mu-ang-mang,Σ-ang-mang,Σ+ang+m+ang,Σ a ŋ m a ŋ,Σ + a ŋ + m + a ŋ,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak114,mu,1.sg.3.sg.fut.neg,mung-ming,Σng-ming,Σ+ng+m+ing,Σ ŋ m i ŋ,Σ + ŋ + m + i ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak115,mu,1.pl.excl.3.sg.fut.neg,mu-ang-mak-ung,Σ-ang-mak-ung,Σ+ang+mak+ung,Σ a ŋ m a k u ŋ,Σ + a ŋ + m a k + u ŋ,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak116,mu,1.pl.excl.3.sg.fut.neg,mung-mung,Σng-Σng,Σ+ng+m+ung,Σ ŋ m u ŋ,Σ + ŋ + m + u ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak117,mu,1.pl.incl.3.sg.fut.neg,mu-ang-mak-me,Σ-ang-mak-me,Σ+ang+mak+me,Σ a ŋ m a k m e,Σ + a ŋ + m a k + m e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak118,mu,1.pl.incl.3.sg.fut.neg,mu-ang-mak-mi,Σ-ang-mak-mi,Σ+ang+mak+mi,Σ a ŋ m a k m i,Σ + a ŋ + m a k + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak119,mu,1.pl.excl.3.pl.fut.neg,mu-ang-mu-ang-ai,Σ-ang-Σ-ang-ai,Σ+ang+mu+ang+ai,Σ a ŋ m u a ŋ ai,Σ + a ŋ + m u + a ŋ + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak120,mu,1.pl.excl.3.pl.fut.neg,mung-mung-ai,Σng-Σng-ai,Σ+ng+mu+ng+ai,Σ ŋ m u ŋ ai,Σ + ŋ + m u + ŋ + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak121,mu,1.pl.incl.3.pl.fut.neg,mu-ang-mak-ai-me,Σ-ang-mak-ai-me,Σ+ang+mak+ai+me,Σ a ŋ m a k ai m e,Σ + a ŋ + m a k + ai + m e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak122,mu,1.pl.incl.3.pl.fut.neg,mung-mung-ai,Σng-Σng-ai,Σ+ng+m+ung+ai,Σ ŋ m u ŋ ai,Σ + ŋ + m + u ŋ + ai,sociolect_var,fusion; morphophon,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak123,mu,1.pl.incl.3.pl.fut.neg,na-mu-mak-ai,na-Σ-mak-ai,na+Σ+mak+ai,n a Σ m a k ai,n a + Σ + m a k + ai,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak124,se,2.sg.fut.neg,seng-mak-che,Σng-mak-che,Σ+ng+mak+che,Σ ŋ m a k tʃ e,Σ + ŋ + m a k + tʃ e,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak125,se,2.pl.fut.neg,seng-mak-chui,Σng-mak-chui,Σ+ng+mak+chui,Σ ŋ m a k tʃ ui,Σ + ŋ + m a k + tʃ ui,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak126,mu,2.sg.1.sg.fut.neg,na-mu-ang-mak-che,na-Σ-ang-mak-che,na+Σ+ang+mak+che,n a Σ a ŋ m a k tʃ e,n a + Σ + a ŋ + m a k + tʃ e,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak127,mu,2.sg.1.sg.fut.neg,na-mung-mak-che,na-Σng-mak-che,na+Σ+ng+mak+che,n a Σ ŋ m a k tʃ e,n a + Σ + ŋ + m a k + tʃ e,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak128,mu,2.sg.1.pl.excl.fut.neg,na-mu-ang-mak-che,na-Σ-ang-mak-che,na+Σ+ang+mak+che,n a Σ a ŋ m a k tʃ e,n a + Σ + a ŋ + m a k + tʃ e,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak129,mu,2.sg.1.pl.excl.fut.neg,na-mung-mak-che,na-Σng-mak-che,na+Σ+ng+mak+che,n a Σ ŋ m a k tʃ e,n a + Σ + ŋ + m a k + tʃ e,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak130,mu,2.pl.1.sg.fut.neg,na-mu-ang-mak-chui,na-Σ-ang-mak-chui,na+Σ+ang+mak+chui,n a Σ a ŋ m a k tʃ ui,n a + Σ + a ŋ + m a k + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak131,mu,2.pl.1.sg.fut.neg,na-mu-mak-ning,na-Σ-mak-ning,na+Σ+mak+n+ing,n a Σ m a k n i ŋ,n a + Σ + m a k + n + i ŋ,dialect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak132,mu,2.pl.1.pl.excl.fut.neg,na-mu-ang-mak-chui,na-Σ-ang-mak-chui,na+Σ+ang+mak+chui,n a Σ a ŋ m a k tʃ ui,n a + Σ + a ŋ + m a k + tʃ ui,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak133,mu,2.pl.1.pl.excl.fut.neg,na-mung-mak-chui,na-Σng-mak-chui,na+Σ+ng+mak+chui,n a Σ ŋ m a k tʃ ui,n a + Σ + ŋ + m a k + tʃ ui,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak134,mu,2.sg.3.sg.fut.neg,mu-ang-mak-che,Σ-ang-mak-che,Σ+ang+mak+che,Σ a ŋ m a k tʃ e,Σ + a ŋ + m a k + tʃ e,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak135,mu,2.sg.3.sg.fut.neg,mung-mak-che,Σng-mak-che,Σ+ng+mak+che,Σ ŋ m a k tʃ e,Σ + ŋ + m a k + tʃ e,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak136,mu,2.sg.3.pl.fut.neg,mu-ang-mak-ai-che,Σ-ang-mak-ai-che,Σ+ang+mak+ai+che,Σ a ŋ m a k ai tʃ e,Σ + a ŋ + m a k + ai + tʃ e,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak137,mu,2.sg.3.pl.fut.neg,mung-mak-ai-che,Σng-mak-ai-che,Σ+ng+mak+ai+che,Σ ŋ m a k ai tʃ e,Σ + ŋ + m a k + ai + tʃ e,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak138,mu,2.pl.3.sg.fut.neg,mu-ang-mak-chui,Σ-ang-mak-chui,Σ+ang+mak+chui,Σ a ŋ m a k tʃ ui,Σ + a ŋ + m a k + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak139,mu,2.pl.3.sg.fut.neg,mung-mak-chei,Σng-mak-chei,Σ+ng+mak+chei,Σ ŋ m a k tʃ ei,Σ + ŋ + m a k + tʃ ei,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak140,mu,2.pl.3.pl.fut.neg,mu-ang-mak-ai-chei,Σ-ang-mak-ai-chei,Σ+ang+mak+ai+chei,Σ a ŋ m a k ai tʃ ei,Σ + a ŋ + m a k + ai + tʃ ei,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
